T          V        N   RS       MinV       MaxV
1355320341 1.795050 007 12.565150 1.794850 1.795150
1355320418 1.795150 001 1.795150 1.795150 1.795150
1355320419 1.794950 002 3.590100 1.794950 1.795150
1355320437 1.795050 003 5.385150 1.794950 1.795150
1355320476 1.794950 004 7.180100 1.794950 1.795150
1355320476 1.795050 005 8.975150 1.794950 1.795150
1355320508 1.795150 003 5.385150 1.794950 1.795150
1355320509 1.795050 004 7.180200 1.794950 1.795150
1355320514 1.795250 005 8.975450 1.794950 1.795250
1355320516 1.795150 006 10.770600 1.794950 1.795250
1355320522 1.795250 007 12.565850 1.794950 1.795250
1355320528 1.795350 008 14.361200 1.794950 1.795350
1355320579 1.795250 003 5.385850 1.795250 1.795350
1355320611 1.795350 002 3.590600 1.795250 1.795350
1355320652 1.795450 002 3.590800 1.795350 1.795450
1355320718 1.795350 001 1.795350 1.795350 1.795350
1355320809 1.795650 001 1.795650 1.795650 1.795650
1355320809 1.795550 002 3.591200 1.795550 1.795650
1355320829 1.795650 003 5.386850 1.795550 1.795650
1355320844 1.795850 004 7.182700 1.795550 1.795850
1355320866 1.795950 005 8.978650 1.795550 1.795950
1355320946 1.796050 001 1.796050 1.796050 1.796050
1355320986 1.795850 002 3.591900 1.795850 1.796050
1355321132 1.795950 001 1.795950 1.795950 1.795950
1355321192 1.795850 001 1.795850 1.795850 1.795850
1355321214 1.795950 002 3.591800 1.795850 1.795950
1355321237 1.795850 003 5.387650 1.795850 1.795950
1355321238 1.795950 004 7.183600 1.795850 1.795950
1355321259 1.796050 004 7.183800 1.795850 1.796050
1355321269 1.795850 005 8.979650 1.795850 1.796050
1355321269 1.795950 006 10.775600 1.795850 1.796050
1355321294 1.796050 006 10.775700 1.795850 1.796050
1355321297 1.795950 006 10.775800 1.795850 1.796050
1355321332 1.795850 003 5.387850 1.795850 1.796050
1355321351 1.796050 004 7.183900 1.795850 1.796050
1355321352 1.796150 005 8.980050 1.795850 1.796150
1355321374 1.796350 004 7.184400 1.795850 1.796350
1355321434 1.796050 001 1.796050 1.796050 1.796050
1355321451 1.795950 002 3.592000 1.795950 1.796050
1355321456 1.795750 003 5.387750 1.795750 1.796050
1355321496 1.795550 003 5.387250 1.795550 1.795950
1355321518 1.795250 002 3.590800 1.795250 1.795550
1355321540 1.795150 003 5.385950 1.795150 1.795550
1355321547 1.795050 004 7.181000 1.795050 1.795550
1355321547 1.795150 005 8.976150 1.795050 1.795550
1355321554 1.794950 006 10.771100 1.794950 1.795550
1355321565 1.795050 006 10.770600 1.794950 1.795250
1355321592 1.794950 006 10.770300 1.794950 1.795150
1355321592 1.795150 007 12.565450 1.794950 1.795150
1355321629 1.795050 003 5.385150 1.794950 1.795150
1355321639 1.794950 004 7.180100 1.794950 1.795150
1355321641 1.795050 005 8.975150 1.794950 1.795150
1355321665 1.794850 004 7.179900 1.794850 1.795050
1355321706 1.794950 002 3.589800 1.794850 1.794950
1355321707 1.795050 003 5.384850 1.794850 1.795050
1355321754 1.795250 003 5.385250 1.794950 1.795250
1355321767 1.795550 002 3.590800 1.795250 1.795550
1355321771 1.795450 003 5.386250 1.795250 1.795550
1355321771 1.795550 004 7.181800 1.795250 1.795550
1355321824 1.795250 004 7.181800 1.795250 1.795550
1355321868 1.795150 002 3.590400 1.795150 1.795250
1355321912 1.795350 002 3.590500 1.795150 1.795350
1355321927 1.795250 003 5.385750 1.795150 1.795350
1355321930 1.795150 003 5.385750 1.795150 1.795350
1355321933 1.795050 004 7.180800 1.795050 1.795350
1355321942 1.795150 005 8.975950 1.795050 1.795350
1355321972 1.795250 005 8.975850 1.795050 1.795250
1355322000 1.795050 003 5.385450 1.795050 1.795250
1355322009 1.795150 003 5.385450 1.795050 1.795250
1355322019 1.795050 004 7.180500 1.795050 1.795250
1355322038 1.795250 004 7.180500 1.795050 1.795250
1355322040 1.795150 005 8.975650 1.795050 1.795250
1355322084 1.795250 003 5.385650 1.795150 1.795250
1355322090 1.795050 004 7.180700 1.795050 1.795250
1355322138 1.794950 003 5.385250 1.794950 1.795250
1355322150 1.794850 002 3.589800 1.794850 1.794950
1355322167 1.794950 003 5.384750 1.794850 1.794950
1355322171 1.794850 004 7.179600 1.794850 1.794950
1355322173 1.794950 005 8.974550 1.794850 1.794950
1355322174 1.794850 006 10.769400 1.794850 1.794950
1355322185 1.794750 007 12.564150 1.794750 1.794950
1355322283 1.794950 001 1.794950 1.794950 1.794950
1355322284 1.794850 002 3.589800 1.794850 1.794950
1355322360 1.794950 001 1.794950 1.794950 1.794950
1355322365 1.795050 002 3.590000 1.794950 1.795050
1355322379 1.795250 003 5.385250 1.794950 1.795250
1355322380 1.795150 004 7.180400 1.794950 1.795250
1355322462 1.795250 001 1.795250 1.795250 1.795250
1355322493 1.795150 002 3.590400 1.795150 1.795250
1355322494 1.795250 003 5.385650 1.795150 1.795250
1355322503 1.795050 004 7.180700 1.795050 1.795250
1355322549 1.795150 004 7.180600 1.795050 1.795250
1355322563 1.795250 002 3.590400 1.795150 1.795250
1355322578 1.795150 003 5.385550 1.795150 1.795250
1355322578 1.795050 004 7.180600 1.795050 1.795250
1355322602 1.794950 005 8.975550 1.794950 1.795250
1355322611 1.795050 005 8.975450 1.794950 1.795250
1355322612 1.794950 006 10.770400 1.794950 1.795250
1355322616 1.795050 007 12.565450 1.794950 1.795250
1355322621 1.795250 008 14.360700 1.794950 1.795250
1355322627 1.795050 008 14.360500 1.794950 1.795250
1355322629 1.795250 009 16.155750 1.794950 1.795250
1355322648 1.795350 008 14.360900 1.794950 1.795350
1355322996 1.795150 001 1.795150 1.795150 1.795150
1355323010 1.795250 002 3.590400 1.795150 1.795250
1355323027 1.795150 003 5.385550 1.795150 1.795250
1355323058 1.795050 003 5.385450 1.795050 1.795250
1355323058 1.794950 004 7.180400 1.794950 1.795250
1355323062 1.794850 005 8.975250 1.794850 1.795250
1355323063 1.794950 006 10.770200 1.794850 1.795250
1355323063 1.794850 007 12.565050 1.794850 1.795250
1355323075 1.794950 007 12.564750 1.794850 1.795150
1355323107 1.794850 007 12.564450 1.794850 1.795050
1355323145 1.794750 002 3.589600 1.794750 1.794850
1355323210 1.794850 001 1.794850 1.794850 1.794850
1355323304 1.795050 001 1.795050 1.795050 1.795050
1355323320 1.794950 002 3.590000 1.794950 1.795050
1355323321 1.795150 003 5.385150 1.794950 1.795150
1355323332 1.794850 004 7.180000 1.794850 1.795150
1355323337 1.795150 005 8.975150 1.794850 1.795150
1355323346 1.795050 006 10.770200 1.794850 1.795150
1355323350 1.794950 007 12.565150 1.794850 1.795150
1355323359 1.794750 008 14.359900 1.794750 1.795150
1355323365 1.794650 008 14.359500 1.794650 1.795150
1355323366 1.794550 009 16.154050 1.794550 1.795150
1355323374 1.794450 010 17.948500 1.794450 1.795150
1355323383 1.794650 009 16.153050 1.794450 1.795150
1355323397 1.794750 008 14.357800 1.794450 1.795050
1355323397 1.794650 009 16.152450 1.794450 1.795050
1355323404 1.794550 010 17.947000 1.794450 1.795050
1355323425 1.794450 007 12.562050 1.794450 1.794750
1355323507 1.794550 001 1.794550 1.794550 1.794550
1355323522 1.794650 002 3.589200 1.794550 1.794650
1355323567 1.794750 002 3.589400 1.794650 1.794750
1355323611 1.795150 002 3.589900 1.794750 1.795150
1355323617 1.795250 003 5.385150 1.794750 1.795250
1355323641 1.795350 003 5.385750 1.795150 1.795350
1355323685 1.795450 002 3.590800 1.795350 1.795450
1355323722 1.795150 002 3.590600 1.795150 1.795450
1355323730 1.795250 003 5.385850 1.795150 1.795450
1355323756 1.795150 003 5.385550 1.795150 1.795250
1355323759 1.795250 004 7.180800 1.795150 1.795250
1355323762 1.795150 005 8.975950 1.795150 1.795250
1355323766 1.795050 006 10.771000 1.795050 1.795250
1355323778 1.794950 007 12.565950 1.794950 1.795250
1355323778 1.794850 008 14.360800 1.794850 1.795250
1355323791 1.794650 007 12.565050 1.794650 1.795250
1355323836 1.794750 004 7.179200 1.794650 1.794950
1355323853 1.794650 002 3.589400 1.794650 1.794750
1355323860 1.794550 003 5.383950 1.794550 1.794750
1355323867 1.794650 004 7.178600 1.794550 1.794750
1355323868 1.794550 005 8.973150 1.794550 1.794750
1355323904 1.794750 005 8.973150 1.794550 1.794750
1355323954 1.794650 002 3.589400 1.794650 1.794750
1355323969 1.794750 002 3.589400 1.794650 1.794750
1355323983 1.794850 003 5.384250 1.794650 1.794850
1355323991 1.794950 004 7.179200 1.794650 1.794950
1355324013 1.795250 005 8.974450 1.794650 1.795250
1355324019 1.795450 005 8.975250 1.794750 1.795450
1355324035 1.795750 005 8.976250 1.794850 1.795750
1355324042 1.795850 006 10.772100 1.794850 1.795850
1355324042 1.795750 007 12.567850 1.794850 1.795850
1355324056 1.795650 006 10.773700 1.795250 1.795850
1355324056 1.795750 007 12.569450 1.795250 1.795850
1355324074 1.795550 007 12.569750 1.795450 1.795850
1355324079 1.795650 007 12.569950 1.795550 1.795850
1355324089 1.795450 008 14.365400 1.795450 1.795850
1355324092 1.795350 009 16.160750 1.795350 1.795850
1355324124 1.795150 005 8.977150 1.795150 1.795650
1355324155 1.795350 002 3.590500 1.795150 1.795350
1355324167 1.795450 003 5.385950 1.795150 1.795450
1355324179 1.795350 004 7.181300 1.795150 1.795450
1355324188 1.795550 004 7.181700 1.795350 1.795550
1355324200 1.795650 005 8.977350 1.795350 1.795650
1355324204 1.795550 006 10.772900 1.795350 1.795650
1355324208 1.795450 007 12.568350 1.795350 1.795650
1355324210 1.795550 008 14.363900 1.795350 1.795650
1355324236 1.795350 007 12.568450 1.795350 1.795650
1355324239 1.795550 007 12.568650 1.795350 1.795650
1355324247 1.795650 008 14.364300 1.795350 1.795650
1355324253 1.795550 008 14.364300 1.795350 1.795650
1355324254 1.795650 009 16.159950 1.795350 1.795650
1355324260 1.795750 009 16.160050 1.795350 1.795750
1355324272 1.795650 007 12.569150 1.795350 1.795750
1355324278 1.795850 008 14.365000 1.795350 1.795850
1355324288 1.795750 009 16.160750 1.795350 1.795850
1355324301 1.795650 008 14.365500 1.795550 1.795850
1355324302 1.795750 009 16.161250 1.795550 1.795850
1355324310 1.795650 009 16.161250 1.795550 1.795850
1355324334 1.795550 006 10.774200 1.795550 1.795850
1355324334 1.795650 007 12.569850 1.795550 1.795850
1355324350 1.795950 006 10.774200 1.795550 1.795950
1355324351 1.796050 007 12.570250 1.795550 1.796050
1355324368 1.795750 006 10.774600 1.795550 1.796050
1355324371 1.795850 006 10.774800 1.795550 1.796050
1355324375 1.795550 007 12.570350 1.795550 1.796050
1355324386 1.795750 008 14.366100 1.795550 1.796050
1355324391 1.795850 009 16.161950 1.795550 1.796050
1355324397 1.795750 008 14.366500 1.795550 1.796050
1355324405 1.795550 009 16.162050 1.795550 1.796050
1355324409 1.795650 010 17.957700 1.795550 1.796050
1355324409 1.795750 011 19.753450 1.795550 1.796050
1355324420 1.795850 010 17.957300 1.795550 1.795850
1355324429 1.795950 010 17.957500 1.795550 1.795950
1355324431 1.795850 010 17.957500 1.795550 1.795950
1355324436 1.795750 010 17.957700 1.795550 1.795950
1355324453 1.796150 009 16.162250 1.795550 1.796150
1355324456 1.795950 010 17.958200 1.795550 1.796150
1355324460 1.796150 010 17.958600 1.795550 1.796150
1355324463 1.795950 011 19.754550 1.795550 1.796150
1355324464 1.796250 012 21.550800 1.795550 1.796250
1355324473 1.796450 010 17.960300 1.795750 1.796450
1355324478 1.796050 011 19.756350 1.795750 1.796450
1355324485 1.796250 011 19.756750 1.795750 1.796450
1355324506 1.795850 009 16.165050 1.795850 1.796450
1355324511 1.795950 010 17.961000 1.795850 1.796450
1355324526 1.796350 006 10.776900 1.795850 1.796450
1355324547 1.794350 004 7.182500 1.794350 1.796350
1355324559 1.794450 005 8.976950 1.794350 1.796350
1355324572 1.794350 004 7.179500 1.794350 1.796350
1355324579 1.794250 005 8.973750 1.794250 1.796350
1355324586 1.793850 005 8.971250 1.793850 1.794450
1355324597 1.793950 006 10.765200 1.793850 1.794450
1355324604 1.793850 007 12.559050 1.793850 1.794450
1355324622 1.794050 006 10.764300 1.793850 1.794350
1355324640 1.794150 005 8.969850 1.793850 1.794150
1355324647 1.793550 005 8.969550 1.793550 1.794150
1355324653 1.793650 006 10.763200 1.793550 1.794150
1355324677 1.793350 005 8.968750 1.793350 1.794150
1355324690 1.793250 005 8.967950 1.793250 1.794150
1355324701 1.793350 005 8.967150 1.793250 1.793650
1355324732 1.793550 004 7.173500 1.793250 1.793550
1355324755 1.793350 003 5.380250 1.793350 1.793550
1355324784 1.793250 003 5.380150 1.793250 1.793550
1355324798 1.793450 003 5.380050 1.793250 1.793450
1355324814 1.793650 004 7.173700 1.793250 1.793650
1355324819 1.793550 004 7.173900 1.793250 1.793650
1355324825 1.793450 005 8.967350 1.793250 1.793650
1355324831 1.793550 006 10.760900 1.793250 1.793650
1355324839 1.793450 007 12.554350 1.793250 1.793650
1355324846 1.793550 007 12.554650 1.793450 1.793650
1355324850 1.793650 008 14.348300 1.793450 1.793650
1355324882 1.793050 006 10.760700 1.793050 1.793650
1355324884 1.792750 007 12.553450 1.792750 1.793650
1355324888 1.792950 007 12.552950 1.792750 1.793650
1355324910 1.792850 004 7.171600 1.792750 1.793050
1355324920 1.792650 005 8.964250 1.792650 1.793050
1355324926 1.793050 006 10.757300 1.792650 1.793050
1355324937 1.792950 007 12.550250 1.792650 1.793050
1355324949 1.792850 005 8.964350 1.792650 1.793050
1355324979 1.792150 005 8.963650 1.792150 1.793050
1355324996 1.792050 004 7.170000 1.792050 1.792950
1355325001 1.792250 004 7.169300 1.792050 1.792850
1355325010 1.792050 004 7.168500 1.792050 1.792250
1355325018 1.792250 005 8.960750 1.792050 1.792250
1355325021 1.792150 006 10.752900 1.792050 1.792250
1355325026 1.792650 007 12.545550 1.792050 1.792650
1355325033 1.792750 008 14.338300 1.792050 1.792750
1355325033 1.792550 009 16.130850 1.792050 1.792750
1355325055 1.792950 009 16.131650 1.792050 1.792950
1355325057 1.793050 009 16.132650 1.792050 1.793050
1355325058 1.792950 010 17.925600 1.792050 1.793050
1355325063 1.793150 010 17.926500 1.792050 1.793150
1355325081 1.793250 008 14.343300 1.792550 1.793250
1355325087 1.793150 008 14.343800 1.792550 1.793250
1355325102 1.793250 007 12.551750 1.792950 1.793250
1355325106 1.793150 008 14.344900 1.792950 1.793250
1355325108 1.793250 009 16.138150 1.792950 1.793250
1355325117 1.793050 008 14.345200 1.792950 1.793250
1355325120 1.792850 008 14.345100 1.792850 1.793250
1355325122 1.793050 009 16.138150 1.792850 1.793250
1355325128 1.792850 009 16.137850 1.792850 1.793250
1355325137 1.793050 010 17.930900 1.792850 1.793250
1355325145 1.792850 010 17.930500 1.792850 1.793250
1355325146 1.793050 011 19.723550 1.792850 1.793250
1355325151 1.793150 011 19.723550 1.792850 1.793250
1355325152 1.793050 012 21.516600 1.792850 1.793250
1355325158 1.793150 013 23.309750 1.792850 1.793250
1355325159 1.793250 014 25.103000 1.792850 1.793250
1355325163 1.793050 014 25.102800 1.792850 1.793250
1355325169 1.793250 013 23.309650 1.792850 1.793250
1355325171 1.793150 014 25.102800 1.792850 1.793250
1355325171 1.793250 015 26.896050 1.792850 1.793250
1355325173 1.793350 016 28.689400 1.792850 1.793350
1355325186 1.793450 014 25.103900 1.792850 1.793450
1355325190 1.793550 014 25.104600 1.792850 1.793550
1355325193 1.793250 015 26.897850 1.792850 1.793550
1355325228 1.792850 008 14.346100 1.792850 1.793550
1355325229 1.792750 008 14.345600 1.792750 1.793550
1355325235 1.792650 006 10.758500 1.792650 1.793550
1355325236 1.792550 007 12.551050 1.792550 1.793550
1355325246 1.792350 007 12.549950 1.792350 1.793550
1355325250 1.792550 007 12.548950 1.792350 1.793250
1355325255 1.792350 007 12.548050 1.792350 1.792850
1355325270 1.792650 008 14.340700 1.792350 1.792850
1355325277 1.792750 009 16.133450 1.792350 1.792850
1355325289 1.793050 008 14.340900 1.792350 1.793050
1355325291 1.793150 009 16.134050 1.792350 1.793150
1355325295 1.793350 009 16.134750 1.792350 1.793350
1355325303 1.793050 009 16.135250 1.792350 1.793350
1355325308 1.793250 009 16.136150 1.792350 1.793350
1355325310 1.793350 009 16.136950 1.792350 1.793350
1355325320 1.793450 009 16.138050 1.792650 1.793450
1355325330 1.793250 009 16.138650 1.792750 1.793450
1355325331 1.793050 010 17.931700 1.792750 1.793450
1355325333 1.793150 011 19.724850 1.792750 1.793450
1355325341 1.793050 011 19.725150 1.793050 1.793450
1355325343 1.793150 012 21.518300 1.793050 1.793450
1355325343 1.792950 013 23.311250 1.792950 1.793450
1355325350 1.792750 013 23.310950 1.792750 1.793450
1355325353 1.792850 013 23.310650 1.792750 1.793450
1355325357 1.792550 013 23.309850 1.792550 1.793450
1355325371 1.792350 011 19.722550 1.792350 1.793450
1355325373 1.792250 012 21.514800 1.792250 1.793450
1355325379 1.792450 013 23.307250 1.792250 1.793450
1355325387 1.792050 013 23.305850 1.792050 1.793250
1355325390 1.791950 013 23.304550 1.791950 1.793150
1355325395 1.792250 012 21.510600 1.791950 1.793150
1355325397 1.792350 013 23.302950 1.791950 1.793150
1355325400 1.792250 014 25.095200 1.791950 1.793150
1355325400 1.792050 015 26.887250 1.791950 1.793150
1355325403 1.792350 013 23.300450 1.791950 1.792850
1355325405 1.791950 014 25.092400 1.791950 1.792850
1355325408 1.792150 015 26.884550 1.791950 1.792850
1355325409 1.791950 016 28.676500 1.791950 1.792850
1355325409 1.792050 017 30.468550 1.791950 1.792850
1355325412 1.792250 017 30.468050 1.791950 1.792850
1355325416 1.792050 017 30.467250 1.791950 1.792550
1355325419 1.792150 017 30.466850 1.791950 1.792450
1355325424 1.791950 018 32.258800 1.791950 1.792450
1355325429 1.792050 019 34.050850 1.791950 1.792450
1355325435 1.791650 018 32.257900 1.791650 1.792450
1355325437 1.791250 019 34.049150 1.791250 1.792450
1355325439 1.791350 019 34.048050 1.791250 1.792350
1355325439 1.791150 020 35.839200 1.791150 1.792350
1355325465 1.790950 013 23.292950 1.790950 1.792250
1355325478 1.790850 009 16.123350 1.790850 1.792150
1355325481 1.790650 009 16.121850 1.790650 1.792050
1355325482 1.790750 010 17.912600 1.790650 1.792050
1355325497 1.790350 007 12.536050 1.790350 1.791350
1355325501 1.790150 006 10.743700 1.790150 1.790950
1355325504 1.790050 007 12.533750 1.790050 1.790950
1355325512 1.790250 008 14.324000 1.790050 1.790950
1355325521 1.790450 009 16.114450 1.790050 1.790950
1355325528 1.790550 009 16.114050 1.790050 1.790850
1355325528 1.790650 010 17.904700 1.790050 1.790850
1355325529 1.790750 011 19.695450 1.790050 1.790850
1355325533 1.790850 012 21.486300 1.790050 1.790850
1355325536 1.790650 013 23.276950 1.790050 1.790850
1355325537 1.790750 014 25.067700 1.790050 1.790850
1355325547 1.790850 012 21.486300 1.790050 1.790850
1355325557 1.790550 012 21.486500 1.790050 1.790850
1355325570 1.790350 011 19.696650 1.790250 1.790850
1355325574 1.790050 011 19.696450 1.790050 1.790850
1355325590 1.789250 008 14.323300 1.789250 1.790850
1355325595 1.789350 008 14.321800 1.789250 1.790850
1355325598 1.789250 007 12.529650 1.789250 1.790850
1355325600 1.789350 008 14.319000 1.789250 1.790850
1355325600 1.789250 009 16.108250 1.789250 1.790850
